original_filename,Label,tag
-0uI3UBQShA_25.0_27.0.mp4,3|74,amusement_park|fair
-0uI3UBQShA_61.5_63.5.mp4,126|3|154,leisure_centre|amusement_park|park
-0uI3UBQShA_79.5_81.5.mp4,3|154,amusement_park|park
-11K3gyBtmI_19.0_21.0.mp4,110|171|123|170,house|public_space|landscape|property
-1562OKwQw4_158.0_160.0.mp4,202|218|242|144|170|226,sky|swimming_pool|waterway|natural_resources|property|tourist_attraction
-1562OKwQw4_229.5_231.5.mp4,202,sky
-17SC7D_XuU_000000_000010.mp4,99,haze
-1HSyfKBG_M_18.0_20.0.mp4,206,sport_venue
-1L06tE9vL0_000037_000047.mp4,206|8,sport_venue|arena
-1NAV5z1tIs_39.0_41.0.mp4,205,snow_covered_landscape
-1NAV5z1tIs_55.0_57.0.mp4,182|202|137|205|140|139,ridge|sky|mountain|snow_covered_landscape|mountainous_landforms|mountain_range
-1Pe4dntZoE_000452_000462.mp4,126|218,leisure_centre|swimming_pool
-1QGTcCDaqU_000088_000098.mp4,13,backyard
-1RBCM3cpQk_74.0_76.0.mp4,206,sport_venue
-1Vnu1KWOfE_000001_000011.mp4,188,room
-1Voi6i6Rwc_20.0_22.0.mp4,202|77|156|134|189,sky|field|pasture|meadow|rural_area
-1Y83SnTyZ0_000003_000013.mp4,81,floor
-1lwDg7Dot8_40.0_42.0.mp4,93|134,grassland|meadow
-1lwDg7Dot8_69.5_71.5.mp4,77|93|123,field|grassland|landscape
-1lwDg7Dot8_83.5_85.5.mp4,77|134|89,field|meadow|garden
-1lwDg7Dot8_95.5_97.5.mp4,77|13|93|123|134|89|246,field|backyard|grassland|landscape|meadow|garden|yard
-1qkC-Odx5M_1.5_3.5.mp4,223|182|121|77|75|156|102|93|70|189,terrain|ridge|land_lot|field|farm|pasture|hill|grassland|ecoregion|rural_area
-1qkC-Odx5M_16.0_18.0.mp4,223|164|202|145|77|156|102|93|70|244,terrain|plain|sky|nature_reserve|field|pasture|hill|grassland|ecoregion|wildlife_region
-1qkC-Odx5M_8.0_10.0.mp4,202|145|121|75|156|102|93|101|189,sky|nature_reserve|land_lot|farm|pasture|hill|grassland|highland|rural_area
-1xOBOvoSQg_000046_000056.mp4,81|188,floor|room
-22q8QhZs5I_000014_000024.mp4,209,stage
-22sLOaB2aQ_28.5_30.5.mp4,188,room
-2CpvWzOM9Q_20.5_22.5.mp4,126|206|208,leisure_centre|sport_venue|stadium
-2CpvWzOM9Q_26.0_28.0.mp4,206,sport_venue
-2CpvWzOM9Q_43.5_45.5.mp4,8|126|206|208,arena|leisure_centre|sport_venue|stadium
-2CpvWzOM9Q_60.0_62.0.mp4,8|222|206|208,arena|tennis_court|sport_venue|stadium
-2DgtJAVLbU_57.5_59.5.mp4,206|31,sport_venue|beach
-2G80zI-vSk_5.5_7.5.mp4,110,house
-2LGHSr6-aU_000048_000058.mp4,202|77|104|189|246,sky|field|home|rural_area|yard
-2P0FpLga2s_000005_000015.mp4,77|206|93,field|sport_venue|grassland
-2PtaAIy-iY_55.5_57.5.mp4,223|162|202|121|0|193|123,terrain|piste|sky|land_lot|aeolian_landform|sea|landscape
-2PtaAIy-iY_89.0_91.0.mp4,223|202|121|18|123|70,terrain|sky|land_lot|bank|landscape|ecoregion
-2X5zUKbpvQ_000000_000010.mp4,136|146|202|50|234|40|177,metropolitan_area|neighbourhood|sky|cityscape|urban_area|building|residential_area
-2YJwC_K7Z0_34.0_36.0.mp4,156,pasture
-2YJwC_K7Z0_76.5_78.5.mp4,70|156|123,ecoregion|pasture|landscape
-2YJwC_K7Z0_86.0_88.0.mp4,206|70,sport_venue|ecoregion
-2bG5jYkhnE_000000_000010.mp4,188,room
-2chaYDOpSQ_000000_000010.mp4,81,floor
-2dW-FjUe0I_14.5_16.5.mp4,188,room
-2dW-FjUe0I_36.0_38.0.mp4,81,floor
-2g3EWT3HpA_000000_000010.mp4,206,sport_venue
-2hPDZscGMg_24.5_26.5.mp4,3,amusement_park
-2hPDZscGMg_37.0_39.0.mp4,3|154|226,amusement_park|park|tourist_attraction
-2mD9qKOW2o_000097_000107.mp4,37|126|206,bowling_alley|leisure_centre|sport_venue
-2qclFi2TxA_24.5_26.5.mp4,206,sport_venue
-2wbNIHLYTk_000040_000050.mp4,218,swimming_pool
-35tBEtWL08_000210_000220.mp4,188,room
-38MfW7H91E_143.5_145.5.mp4,8|126|206|38,arena|leisure_centre|sport_venue|boxing_ring
-38MfW7H91E_97.0_99.0.mp4,126,leisure_centre
-39Ue1ss3gI_000000_000010.mp4,202,sky
-3FzhGlVPGY_28.5_30.5.mp4,81|126,floor|leisure_centre
-3KWnb2GY60_000052_000062.mp4,85,formation
-3XPuktd0_Q_000400_000410.mp4,188,room
-3Z-qnSOu58_000016_000026.mp4,81|114|206,floor|ice_rink|sport_venue
-3_Po1oU7eo_36.0_38.0.mp4,124,lane
-3_Po1oU7eo_64.0_66.0.mp4,172|202|206|186,race_track|sky|sport_venue|road
-3_Po1oU7eo_83.0_85.0.mp4,223|202,terrain|sky
-3fTNek-i00_000000_000010.mp4,104|188,home|room
-3idqFvGZDg_000000_000010.mp4,96|188,gym|room
-3o4mDDFPYk_000065_000075.mp4,81,floor
-3sN2uy_xI8_000000_000010.mp4,96,gym
-3vHIwj-1H0_000088_000098.mp4,188|26,room|bathroom
-3xegQMJ7Fk_000009_000019.mp4,77|206|208,field|sport_venue|stadium
-41iBGQnqY4_000038_000048.mp4,202,sky
-46zTXID-F8_000041_000051.mp4,188,room
-47h3dWv9yY_38.0_40.0.mp4,13|123|246,backyard|landscape|yard
-487Af6pA9s_000006_000016.mp4,206,sport_venue
-487uaKyxkk_000002_000012.mp4,87,function_hall
-4ABpKHmzY4_104.5_106.5.mp4,206|25,sport_venue|basketball_court
-4GCEwPo8pM_104.5_106.5.mp4,205,snow_covered_landscape
-4J22HbcfjA_000014_000024.mp4,13|84|246|89,backyard|forest|yard|garden
-4LYNw70RmQ_000000_000010.mp4,205,snow_covered_landscape
-4SGqqFS8iU_000051_000061.mp4,114|202,ice_rink|sky
-4TM7m_07dg_000340_000350.mp4,81,floor
-4UzKPJ8iiM_000001_000011.mp4,208|206,stadium|sport_venue
-4X_RDGHrBc_000210_000220.mp4,41,bullring
-4d31XgzGYk_000000_000010.mp4,202|186,sky|road
-4ei6NIBgDA_000032_000042.mp4,205|84,snow_covered_landscape|forest
-4gGoKPwsOE_000000_000010.mp4,202|85|140|43|182|137|14|71|70|223|102|101|143|51|123,sky|formation|mountainous_landforms|canyon|ridge|mountain|badlands|escarpment|ecoregion|terrain|hill|highland|national_park|cliff|landscape
-4sksQX_MU0_22.5_24.5.mp4,206,sport_venue
-4xwwj9Pb-E_000005_000015.mp4,41,bullring
-5-kARuyUeA_119.5_121.5.mp4,110|111|177|104|205|170,house|hut|residential_area|home|snow_covered_landscape|property
-5-kARuyUeA_86.5_88.5.mp4,110|104|205|170,house|home|snow_covered_landscape|property
-51cpEaNa-4_111.5_113.5.mp4,202,sky
-51cpEaNa-4_146.5_148.5.mp4,202|123,sky|landscape
-51cpEaNa-4_27.0_29.0.mp4,202|77|105,sky|field|horizon
-51cpEaNa-4_68.5_70.5.mp4,202,sky
-559aWhwjuk_000046_000056.mp4,224|209,theatre|stage
-58pLCQvHGM_000093_000103.mp4,13|154|89|246,backyard|park|garden|yard
-5APR-Y7gtI_000033_000043.mp4,31|184|18|193|176|243,beach|river|bank|sea|reservoir|wetland
-5E5PTH83gU_000038_000048.mp4,206|208,sport_venue|stadium
-5EarggcrSE_000053_000063.mp4,188,room
-5JT2QYZUqw_11.5_13.5.mp4,206,sport_venue
-5JT2QYZUqw_6.5_8.5.mp4,206,sport_venue
-5JU4hEzxuI_52.0_54.0.mp4,171|206,public_space|sport_venue
-5KCLWPxwUM_000052_000062.mp4,144,natural_resources
-5OSDXyZ0cg_000007_000017.mp4,110|202|238|104|123|170,house|sky|walkway|home|landscape|property
-5PG_JYl6Zg_000001_000011.mp4,32,beauty_salon
-5QSznSYnuo_000041_000051.mp4,205,snow_covered_landscape
-5V757DRl-0_24.5_26.5.mp4,171|154,public_space|park
-5eXgJi1WTk_000059_000069.mp4,224|142|209,theatre|musical_theatre|stage
-5erP9IRS-s_000024_000034.mp4,96,gym
-5hbiQLIzQc_000058_000068.mp4,209,stage
-5kvOBjx4LE_000000_000010.mp4,81,floor
-5lPcLECozc_000000_000010.mp4,117|63|192,kindergarten|day_nursery|school
-5ofiGDZ_Lg_1.0_3.0.mp4,126|206,leisure_centre|sport_venue
-5pDpm0IobE_4.0_6.0.mp4,13|89|246,backyard|garden|yard
-5to547JBns_000000_000010.mp4,205|186,snow_covered_landscape|road
-5xWaBSwnjY_17.5_19.5.mp4,121|156,land_lot|pasture
-61i7uUwWR4_2.0_4.0.mp4,202,sky
-64SFG45MGc_000211_000221.mp4,209,stage
-64xo20GGyw_000000_000010.mp4,81|170,floor|property
-695COXt54E_000033_000043.mp4,73,factory
-69n8yvybWY_000000_000010.mp4,202|228|213|234|177|187|157|146|171|124|186,sky|town|street|urban_area|residential_area|road_highway|path|neighbourhood|public_space|lane|road
-6AjDNCJWpM_000013_000023.mp4,81,floor
-6FHE0VZHlc_000053_000063.mp4,202|205,sky|snow_covered_landscape
-6H1FUsW0rg_113.5_115.5.mp4,206,sport_venue
-6H1FUsW0rg_131.0_133.0.mp4,206,sport_venue
-6H1FUsW0rg_135.5_137.5.mp4,206,sport_venue
-6J2MrOO_gQ_25.0_27.0.mp4,173,ranch
-6KX0oZBNbI_000133_000143.mp4,126|218,leisure_centre|swimming_pool
-6RBvFiSzqI_000000_000010.mp4,117,kindergarten
-6SDkQ_AYbA_27.0_29.0.mp4,170,property
-6SDkQ_AYbA_7.5_9.5.mp4,202|170|110,sky|property|house
-6VvD5zvew4_115.5_117.5.mp4,126|206|25,leisure_centre|sport_venue|basketball_court
-6VvD5zvew4_98.5_100.5.mp4,126|206|25,leisure_centre|sport_venue|basketball_court
-6XB_NX3MD0_17.0_19.0.mp4,205,snow_covered_landscape
-6XB_NX3MD0_27.0_29.0.mp4,205,snow_covered_landscape
-6XB_NX3MD0_8.0_10.0.mp4,162|205|139,piste|snow_covered_landscape|mountain_range
-6YpsicTcOs_000000_000010.mp4,126|114|206,leisure_centre|ice_rink|sport_venue
-6YuZ5itrxc_000004_000014.mp4,205,snow_covered_landscape
-6cD_3Ye4_U_0.5_2.5.mp4,8|126|206|41,arena|leisure_centre|sport_venue|bullring
-6j0i3VqyiY_000010_000020.mp4,223|162|110|137|177|104|205|140|170,terrain|piste|house|mountain|residential_area|home|snow_covered_landscape|mountainous_landforms|property
-6ouZMNoQOY_000000_000010.mp4,104|81|61|158|13|246,home|floor|courtyard|patio|backyard|yard
-6prmNqkAN8_000015_000025.mp4,202|140|114|137|205|139,sky|mountainous_landforms|ice_rink|mountain|snow_covered_landscape|mountain_range
-6uMDIuOfGA_000058_000068.mp4,193,sea
-6wt7KeI3bk_75.5_77.5.mp4,171|206|31,public_space|sport_venue|beach
-6wt7KeI3bk_81.5_83.5.mp4,202|171|31,sky|public_space|beach
-6yaN4hwzdU_7.0_9.0.mp4,164|8|202|121|77|206|208|156|93,plain|arena|sky|land_lot|field|sport_venue|stadium|pasture|grassland
-6zj8g4SqDo_000004_000014.mp4,8,arena
-7-ED1IlHmw_000409_000419.mp4,202|145|84,sky|nature_reserve|forest
-730Ko8sTx0_10.5_12.5.mp4,13|170|89|246,backyard|property|garden|yard
-730Ko8sTx0_30.0_32.0.mp4,157|13|238|246,path|backyard|walkway|yard
-738QtnI3cY_000010_000020.mp4,81,floor
-73EvXP2mqU_000000_000010.mp4,104,home
-73NGni8J7M_000000_000010.mp4,205,snow_covered_landscape
-74GkDsciK8_000030_000040.mp4,81,floor
-75bKju6ti0_000001_000011.mp4,202,sky
-79XOVmz-1g_000745_000755.mp4,47|85,cave|formation
-7AJVLkdA5w_14.5_16.5.mp4,209,stage
-7EDQrW5YaI_000000_000010.mp4,96,gym
-7IKn7aYFnc_000102_000112.mp4,145|84,nature_reserve|forest
-7R74POMkYI_000153_000163.mp4,223,terrain
-7SAY5rr7B8_000001_000011.mp4,202|123|186|84,sky|landscape|road|forest
-7UrXHYvQbk_000038_000048.mp4,89,garden
-7VW04w9baY_20.5_22.5.mp4,121|77|156|93,land_lot|field|pasture|grassland
-7VW04w9baY_6.0_8.0.mp4,35|121|77|184|156|93|70,body_of_water|land_lot|field|river|pasture|grassland|ecoregion
-7WEuQfa25c_000004_000014.mp4,206,sport_venue
-7Z1RZz-Gng_000004_000014.mp4,81|114,floor|ice_rink
-7bw79R7GKY_1.0_3.0.mp4,206|208,sport_venue|stadium
-7bw79R7GKY_12.5_14.5.mp4,8|206|208,arena|sport_venue|stadium
-7bw79R7GKY_4.0_6.0.mp4,206|208,sport_venue|stadium
-7bw79R7GKY_8.5_10.5.mp4,8|77|206|208|83,arena|field|sport_venue|stadium|football_stadium
-7dCqNdR1rQ_000042_000052.mp4,81|188,floor|room
-7dUId9DucI_000014_000024.mp4,202|77|189|70|121|123|186,sky|field|rural_area|ecoregion|land_lot|landscape|road
-7gYWt2ZBD0_000002_000012.mp4,35|31|193|54,body_of_water|beach|sea|coastal_and_oceanic_landforms
-7hfDGOP5Cw_14.5_16.5.mp4,223|202|70,terrain|sky|ecoregion
-7hfDGOP5Cw_50.0_52.0.mp4,223|157|84,terrain|path|forest
-7hfDGOP5Cw_87.5_89.5.mp4,202|77|123|65,sky|field|landscape|desert
-7iFhCbTzDo_1.5_3.5.mp4,171,public_space
-7iFhCbTzDo_27.0_29.0.mp4,202|157|171|124|186,sky|path|public_space|lane|road
-7iFhCbTzDo_8.5_10.5.mp4,157|171,path|public_space
-7kBVsJ5bDY_000003_000013.mp4,202,sky
-7l3vYGQjz4_12.5_14.5.mp4,202|206|77|93|123,sky|sport_venue|field|grassland|landscape
-7lx50QWhRg_10.5_12.5.mp4,206,sport_venue
-7lx50QWhRg_31.5_33.5.mp4,206,sport_venue
-7lx50QWhRg_4.5_6.5.mp4,126|206,leisure_centre|sport_venue
-7lx50QWhRg_73.5_75.5.mp4,206,sport_venue
-7oodRJhe_Q_000023_000033.mp4,81|206,floor|sport_venue
-7vSXTwG5uw_6.0_8.0.mp4,202,sky
-7vfEAb_dSE_000000_000010.mp4,206,sport_venue
-7vzU77NBbg_184.5_186.5.mp4,209,stage
-7z-3Zg3ibo_000000_000010.mp4,234|213,urban_area|street
-87m69XOba4_000003_000013.mp4,171|206,public_space|sport_venue
-87nn_xb9h4_000041_000051.mp4,19|141|147|209,bar|music_venue|nightclub|stage
-88mOGutFXE_000000_000010.mp4,206|208,sport_venue|stadium
-8GQCT4mcT8_000003_000013.mp4,104|170|188|110|5|81,home|property|room|house|apartment|floor
-8IbczMwl_Q_000064_000074.mp4,171,public_space
-8ImFYDVAG4_000026_000036.mp4,77|75|70,field|farm|ecoregion
-8J_HsV3q2A_54.0_56.0.mp4,8|206|208|209,arena|sport_venue|stadium|stage
-8QKNy0XiOU_000031_000041.mp4,81|224|188|40|209|104|170|226,floor|theatre|room|building|stage|home|property|tourist_attraction
-8RbWbPWcMY_000028_000038.mp4,228|213|146|124|186,town|street|neighbourhood|lane|road
-8UkcDR8KZk_38.5_40.5.mp4,164|202|77|199|75|121|93|123|70|189,plain|sky|field|shore|farm|land_lot|grassland|landscape|ecoregion|rural_area
-8eHYpfTQMA_42.0_44.0.mp4,146|202|110|228|177|104|170,neighbourhood|sky|house|town|residential_area|home|property
-8hHncop5v0_000007_000017.mp4,206,sport_venue
-8imBwFgAAw_14.0_16.0.mp4,81,floor
-8imBwFgAAw_23.5_25.5.mp4,81|126|96|188,floor|leisure_centre|gym|room
-8jNk_db9gA_15.5_17.5.mp4,206|209,sport_venue|stage
-8jNk_db9gA_4.0_6.0.mp4,206,sport_venue
-8oHib4HItg_000000_000010.mp4,40,building
-8pD5cFWVHo_000000_000010.mp4,202|105|65,sky|horizon|desert
-91-tZ9FD5g_43.5_45.5.mp4,188,room
-93wvkrKz8k_32.5_34.5.mp4,205,snow_covered_landscape
-93wvkrKz8k_64.0_66.0.mp4,202,sky
-98JWU0k9sg_60.5_62.5.mp4,77|93,field|grassland
-9AWtEVuAxU_000023_000033.mp4,224|142|209,theatre|musical_theatre|stage
-9Aj8vRqhWw_000048_000058.mp4,81,floor
-9B93jZf-rk_49.5_51.5.mp4,8|126|206,arena|leisure_centre|sport_venue
-9B93jZf-rk_54.0_56.0.mp4,8|126|206,arena|leisure_centre|sport_venue
-9C_roOjM8o_20.5_22.5.mp4,202|166|171,sky|playground|public_space
-9C_roOjM8o_66.5_68.5.mp4,202|199|210|53|54,sky|shore|strand|coast|coastal_and_oceanic_landforms
-9D6WbWqeHw_10.0_12.0.mp4,211|35|145|184|240|242|144|62|244,stream|body_of_water|nature_reserve|river|watercourse|waterway|natural_resources|creek|wildlife_region
-9D6WbWqeHw_61.0_63.0.mp4,211|35|145|184|240|242|144|244,stream|body_of_water|nature_reserve|river|watercourse|waterway|natural_resources|wildlife_region
-9D6WbWqeHw_80.0_82.0.mp4,184|242|144,river|waterway|natural_resources
-9I6oDttbP0_000000_000010.mp4,81,floor
-9M9aws8ZjE_25.0_27.0.mp4,110|104|155|170|88,house|home|parking|property|garage
-9N39otwJl8_000018_000028.mp4,186|213,road|street
-9NKYqrxSi4_000005_000015.mp4,81,floor
-9NZpB3lcmQ_6.0_8.0.mp4,126|206,leisure_centre|sport_venue
-9PV05P2__I_2.5_4.5.mp4,202|157|238|124|186,sky|path|walkway|lane|road
-9PV05P2__I_71.0_73.0.mp4,171|186,public_space|road
-9TWOa_ag4E_000002_000012.mp4,213,street
-9Y2XKgvdL0_000019_000029.mp4,205|200|171|213,snow_covered_landscape|sidewalk|public_space|street
-9ebz9ppiEM_000006_000016.mp4,77,field
-9h-HgJdwJg_000011_000021.mp4,228|68|234|40|186|30|146|2|171|213,town|downtown|urban_area|building|road|bazaar|neighbourhood|alley|public_space|street
-9i_TU_v28I_41.5_43.5.mp4,171|238|124|186,public_space|walkway|lane|road
-9kSalOvR9g_146.5_148.5.mp4,8|206|208,arena|sport_venue|stadium
-9kSalOvR9g_50.5_52.5.mp4,126|206,leisure_centre|sport_venue
-9mqNbPfRIY_31.5_33.5.mp4,178|35|231|199|31|193|53,resort|body_of_water|tropical_beach|shore|beach|sea|coast
-9mqNbPfRIY_8.5_10.5.mp4,178|35|231|31|193|232|54,resort|body_of_water|tropical_beach|beach|sea|tropics|coastal_and_oceanic_landforms
-9nsQpycdAg_000177_000187.mp4,156|89|134,pasture|garden|meadow
-9qykk1h7x0_1.5_3.5.mp4,126|206,leisure_centre|sport_venue
-9qykk1h7x0_35.0_37.0.mp4,206,sport_venue
-9rt8p7BgnY_000040_000050.mp4,35|202|199|31|193|53,body_of_water|sky|shore|beach|sea|coast
-9soUYx8MYQ_000009_000019.mp4,35|202|199|31|193|105|53,body_of_water|sky|shore|beach|sea|horizon|coast
-9sujH0_2HM_000029_000039.mp4,172|8|202|206|208,race_track|arena|sky|sport_venue|stadium
-9tZ8Tj_yBE_000069_000079.mp4,81|188,floor|room
-A1fpvIa-fg_12.0_14.0.mp4,81,floor
-A1fpvIa-fg_71.5_73.5.mp4,81,floor
-A1fpvIa-fg_81.5_83.5.mp4,81,floor
-A2871cA2Eo_25.0_27.0.mp4,202,sky
-A2871cA2Eo_84.0_86.0.mp4,202,sky
-A5_3XMsrQg_18.5_20.5.mp4,173,ranch
-AEzJoRsDLw_65.0_67.0.mp4,206,sport_venue
-AHg962ysG0_000175_000185.mp4,224|11|209|188,theatre|auditorium|stage|room
-AIAPfQKpSE_000169_000179.mp4,205,snow_covered_landscape
-AK_RkmVRNA_000019_000029.mp4,205,snow_covered_landscape
-AMlvvDfJJg_000056_000066.mp4,205,snow_covered_landscape
-AMuEKYwQRg_23.0_25.0.mp4,110|121|202|72|177|104|170,house|land_lot|sky|estate|residential_area|home|property
-AMuEKYwQRg_42.0_44.0.mp4,110|121|202|72|177|104|170|246,house|land_lot|sky|estate|residential_area|home|property|yard
-AMuEKYwQRg_56.5_58.5.mp4,110|13|72|177|104|170,house|backyard|estate|residential_area|home|property
-AVDpYFUX_k_15.0_17.0.mp4,206,sport_venue
-AgaSBY0Aok_000004_000014.mp4,81|188,floor|room
-AgeaxsITZk_6.5_8.5.mp4,96|188,gym|room
-AjFUCAVX5E_108.5_110.5.mp4,81|126|206,floor|leisure_centre|sport_venue
-AjFUCAVX5E_47.0_49.0.mp4,81|126|206|25,floor|leisure_centre|sport_venue|basketball_court
-AjYXoy9vkk_000016_000026.mp4,211|145|184|240|242|144|168,stream|nature_reserve|river|watercourse|waterway|natural_resources|pond
-Ak7IxMDg_o_000004_000014.mp4,110|121|170|134,house|land_lot|property|meadow
-AlGXnqqOk4_000005_000015.mp4,81|110|26|104|170|188,floor|house|bathroom|home|property|room
-ArIbKfZc2s_132.0_134.0.mp4,211|35|184|240|242|144|244,stream|body_of_water|river|watercourse|waterway|natural_resources|wildlife_region
-AzdBUwlB08_3.0_5.0.mp4,202|105,sky|horizon
-BC--4_Vo-Y_0.5_2.5.mp4,156|134|246,pasture|meadow|yard
-BC--4_Vo-Y_13.0_15.0.mp4,13|156|89|246,backyard|pasture|garden|yard
-BC1iA8OOoQ_000006_000016.mp4,124|202|187|205|186,lane|sky|road_highway|snow_covered_landscape|road
-BEDxDe25KY_000000_000010.mp4,202|22|23|206,sky|baseball_field|baseball_positions|sport_venue
-BFMh9klcOs_136.5_138.5.mp4,206,sport_venue
-BFMh9klcOs_20.5_22.5.mp4,126|206,leisure_centre|sport_venue
-BFMh9klcOs_77.5_79.5.mp4,126|206,leisure_centre|sport_venue
-BKWOOldEJY_58.0_60.0.mp4,81,floor
-BLkCFHmA_A_40.5_42.5.mp4,126|218|193|144,leisure_centre|swimming_pool|sea|natural_resources
-BLkCFHmA_A_49.5_51.5.mp4,126|218|144,leisure_centre|swimming_pool|natural_resources
-BLkCFHmA_A_52.0_54.0.mp4,126|218,leisure_centre|swimming_pool
-BLkCFHmA_A_54.5_56.5.mp4,126|206|218,leisure_centre|sport_venue|swimming_pool
-BSJysQC4iI_000011_000021.mp4,81,floor
-BTH8-5f1Ss_000003_000013.mp4,32,beauty_salon
-B_wB4KYYbY_104.0_106.0.mp4,202,sky
-B_wB4KYYbY_59.5_61.5.mp4,141,music_venue
-Bc5_u9f_rI_000000_000010.mp4,202|31|199|105|193|54,sky|beach|shore|horizon|sea|coastal_and_oceanic_landforms
-BcxTnrS_18_21.0_23.0.mp4,205,snow_covered_landscape
-BcxTnrS_18_25.5_27.5.mp4,202|205,sky|snow_covered_landscape
-BcxTnrS_18_35.5_37.5.mp4,182|137|202|105|205|140,ridge|mountain|sky|horizon|snow_covered_landscape|mountainous_landforms
-BcxTnrS_18_9.0_11.0.mp4,202|105|205,sky|horizon|snow_covered_landscape
-BjXdmoUaog_000106_000116.mp4,85,formation
-BqCGMJcGu8_000018_000028.mp4,81|186,floor|road
-BvrZkN4XCk_28.0_30.0.mp4,8|206,arena|sport_venue
-BvrZkN4XCk_37.5_39.5.mp4,8|206,arena|sport_venue
-BzoTHqquVY_000014_000024.mp4,118|188,kitchen|room
-C2lqs6GrMQ_125.0_127.0.mp4,184|242|144,river|waterway|natural_resources
-C2lqs6GrMQ_47.5_49.5.mp4,242,waterway
